id	old_id	dataset	collection	patric_id	strain	file_id	bioproject	biosample	download_key	sra_accession	srr_accession	srr_accession_2	genbank_accession	genbank_ftppath	refseq_accession	refseq_ftppath	MY NOTES	year	country	region	animal	source_detail	source_bin	origin	phylogroup_ct	htype_ec	otype_ec	serotype_ec	serotype	mlst	phylogroup	esbl	esbl_ctxm	SIR_AMK	MIC_AMK	SIR_GEN	MIC_GEN	SIR_KAN	MIC_KAN	SIR_NMC	MIC_NMC	SIR_STR	MIC_STR	SIR_TBM	MIC_TBM	SIR_SPT	MIC_SPT	SIR_ETP	MIC_ETP	SIR_IMP	MIC_IMP	SIR_MER	MIC_MER	SIR_DOR	MIC_DOR	SIR_CET	MIC_CET	SIR_CPM	MIC_CPM	SIR_CRO	MIC_CRO	SIR_CTC	MIC_CTC	SIR_CTX	MIC_CTX	SIR_CTZ	MIC_CTZ	SIR_CXA	MIC_CXA	SIR_CXM	MIC_CXM	SIR_TIO	MIC_TIO	SIR_CFZ	MIC_CFZ	SIR_CFC	MIC_CFC	SIR_CZA	MIC_CZA	SIR_FOX	MIC_FOX	SIR_CTT	MIC_CTT	SIR_TMP	MIC_TMP	SIR_CIP	MIC_CIP	SIR_EFX	MIC_EFX	SIR_LVX	MIC_LVX	SIR_NOR	MIC_NOR	SIR_MXF	MIC_MXF	SIR_DEL	MIC_DEL	SIR_OFX	MIC_OFX	SIR_LCM	MIC_LCM	SIR_AZM	MIC_AZM	SIR_AZT	MIC_AZT	SIR_AMC	MIC_AMC	SIR_AMP	MIC_AMP	SIR_AMX	MIC_AMX	SIR_TZP	MIC_TZP	SIR_SAM	MIC_SAM	SIR_PIP	MIC_PIP	SIR_CHL	MIC_CHL	SIR_FFC	MIC_FFC	SIR_CST	MIC_CST	SIR_PMB	MIC_PMB	SIR_SOX	MIC_SOX	SIR_SMZ	MIC_SMZ	SIR_SXT	MIC_SXT	SIR_NAL	MIC_NAL	SIR_OTC	MIC_OTC	SIR_TET	MIC_TET	SIR_TGC	MIC_TGC	SIR_MIN	MIC_MIN	SIR_DOX	MIC_DOX	SIR_FOS	MIC_FOS	SIR_NIT	MIC_NIT	ZD_AMK	ZD_AMX	ZD_AMP	ZD_SAM	ZD_AZM	ZD_AZT	ZD_CFZ	ZD_CPM	ZD_CTX	ZD_CFC	ZD_CTT	ZD_FOX	ZD_CTZ	ZD_CZA	ZD_CTC	ZD_TIO	ZD_CRO	ZD_CXM	ZD_CXA	ZD_CET	ZD_CHL	ZD_CIP	ZD_AMC	ZD_CST	ZD_SXT	ZD_DEL	ZD_DOR	ZD_DOX	ZD_EFX	ZD_ETP	ZD_FFC	ZD_FOS	ZD_GEN	ZD_IMP	ZD_KAN	ZD_LVX	ZD_LCM	ZD_MER	ZD_MIN	ZD_MXF	ZD_NAL	ZD_NMC	ZD_NIT	ZD_NOR	ZD_OFX	ZD_OTC	ZD_PIP	ZD_TZP	ZD_PMB	ZD_SPT	ZD_STR	ZD_SMZ	ZD_SOX	ZD_TET	ZD_TGC	ZD_TBM	ZD_TMP
ERR1218649	ERR1218649	THAI	ENA			ERR1218649	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H10	O18	O18:H10		877		ESBL	CTX-M-14			R								I												R								R		S				R														R		I																				S		R				S																																																																																												
ERR1218650	ERR1218650	THAI	ENA			ERR1218650	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H11	O5	O5:H11		48		ESBL	CTX-M-14			R								I												R								R		S				R														R		R																				S		R				S																																																																																												
ERR1218651	ERR1218651	THAI	ENA			ERR1218651	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H11	O35	O35:H11		48		ESBL	CTX-M-55			R								R												R								R		R				R														S		R																				S		R				S																																																																																												
ERR1218652	ERR1218652	THAI	ENA			ERR1218652	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H43	O103	O103:H43		6622		ESBL	CTX-M-55			R								R												R								R		I				R														R		S																				S		R				S																																																																																												
ERR1218653	ERR1218653	THAI	ENA			ERR1218653	PRJEB11403										thai	2015	Thailand							H42	O83	O83:H42								S								S												R								R		R				R														R		S																				R		R				R																																																																																												
ERR1218654	ERR1218654	THAI	ENA			ERR1218654	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H6	O102	O102:H6		405		ESBL	CTX-M-14			R								R												R								R		S				R														R		R																				R		R				S																																																																																												
ERR1218655	ERR1218655	THAI	ENA			ERR1218655	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H34	O37	O37:H34		5944		ESBL	CTX-M-55			R								R												R								R		R				R														R		R																				S		R				S																																																																																												
ERR1218656	ERR1218656	THAI	ENA			ERR1218656	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H4	O13/O135	O13/O135:H4		538		ESBL	CTX-M-14			R								R												R								R		R				R														R		S																				R		R				S																																																																																												
ERR1218658	ERR1218658	THAI	ENA			ERR1218658	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H45	O4	O4:H45		4214		ESBL	CTX-M-14			S								S												R								R		I				R														R		I																				S		R				S																																																																																												
ERR1218659	ERR1218659	THAI	ENA			ERR1218659	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H5	O10	O10:H5		5945		ESBL	CTX-M-55			R								R												R								R		I				R														R		S																				S		R				S																																																																																												
ERR1218660	ERR1218660	THAI	ENA			ERR1218660	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H18	O10/O159	O10/O159:H18		48		ESBL	CTX-M-14			S								S												R								R		S				R														R		S																				S		R				S																																																																																												
ERR1218661	ERR1218661	THAI	ENA			ERR1218661	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H18	O10/O159	O10/O159:H18		746		ESBL	CTX-M-55			R								R												R								R		I				R														R		R																				R		R				S																																																																																												
ERR1218662	ERR1218662	THAI	ENA			ERR1218662	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H12	O100	O100:H12		205		ESBL	CTX-M-27			S								S												R								R		I				R														R		R																				S		R				S																																																																																												
ERR1218663	ERR1218663	THAI	ENA			ERR1218663	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H32	O2	O2:H32		10		ESBL	CTX-M-14			R								R												R								R		S				R														S		R																				S		R				S																																																																																												
ERR1218664	ERR1218664	THAI	ENA			ERR1218664	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H20	O128	O128:H20		191		ESBL	CTX-M-55			R								R												R								R		R				R														R		S																				S		R				S																																																																																												
ERR1218665	ERR1218665	THAI	ENA			ERR1218665	PRJEB11403										thai	2015	Thailand							H8	O125	O125:H8								R								R												R								R		S				R														R		S																				R		R				S																																																																																												
ERR1218666	ERR1218666	THAI	ENA			ERR1218666	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H7	-	-:H7		1642		ESBL	CTX-M-55			S								S												R								R		I				R														S		S																				S		R				S																																																																																												
ERR1218667	ERR1218667	THAI	ENA			ERR1218667	PRJEB11403										thai	2015	Thailand							H15	O23	O23:H15								S								S												R								R		R				R														S		S																				S		R				S																																																																																												
ERR1218668	ERR1218668	THAI	ENA			ERR1218668	PRJEB11403										thai	2015	Thailand							H16	O80	O80:H16								R								R												R								R		R				R														R		I																				S		R				S																																																																																												
ERR1218669	ERR1218669	THAI	ENA			ERR1218669	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H16	O80	O80:H16		165		ESBL	CTX-M-55			R								R												R								R		R				R														R		S																				S		R				S																																																																																												
ERR1218670	ERR1218670	THAI	ENA			ERR1218670	PRJEB11403										thai	2015	Thailand							H14	-	-:H14								S								S												R								R		R				R														S		S																				S		R				S																																																																																												
ERR1218671	ERR1218671	THAI	ENA			ERR1218671	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H14	-	-:H14		5558		ESBL	CTX-M-55			S								S												R								R		R				R														S		S																				S		R				S																																																																																												
ERR1218672	ERR1218672	THAI	ENA			ERR1218672	PRJEB11403										thai	2015	Thailand							H15	O23	O23:H15								S								S												R								R		R				R														S		S																				S		R				S																																																																																												
ERR1218673	ERR1218673	THAI	ENA			ERR1218673	PRJEB11403										thai	2015	Thailand							H15	O23	O23:H15								S								S												R								R		R				R														S		S																				S		R				S																																																																																												
ERR1218674	ERR1218674	THAI	ENA			ERR1218674	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H28	O168	O168:H28		1056		ESBL	CTX-M-55			R								R												R								R		R				R														R		S																				R		R				S																																																																																												
ERR1218675	ERR1218675	THAI	ENA			ERR1218675	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H28	O91	O91:H28		1196		ESBL	CTX-M-55			S								S												R								R		I				R														S		R																				R		R				S																																																																																												
ERR1218676	ERR1218676	THAI	ENA			ERR1218676	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H2	O108	O108:H2		847		ESBL	CTX-M-55			R								R												R								R		R				R														R		S																				S		R				S																																																																																												
ERR1218677	ERR1218677	THAI	ENA			ERR1218677	PRJEB11403										thai	2015	Thailand							H28	O91	O91:H28								S								S												R								R		I				R														S		R																				R		R				S																																																																																												
ERR1218678	ERR1218678	THAI	ENA			ERR1218678	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H18	O7	O7:H18		38		ESBL	CTX-M-15			S								S												R								R		I				R														S		S																				S		R				S																																																																																												
ERR1218679	ERR1218679	THAI	ENA			ERR1218679	PRJEB11403										thai	2015	Thailand							H18	O7	O7:H18								S								S												R								R		I				R														S		S																				S		R				S																																																																																												
ERR1218680	ERR1218680	THAI	ENA			ERR1218680	PRJEB11403										thai	2015	Thailand							H18	O7	O7:H18								S								S												R								R		I				R														S		S																				S		R				S																																																																																												
ERR1218681	ERR1218681	THAI	ENA			ERR1218681	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H9	O153	O153:H9		3268		ESBL	CTX-M-14			R								R												R								R		S				R														S		S																				S		R				S																																																																																												
ERR1218682	ERR1218682	THAI	ENA			ERR1218682	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H4	O25	O25:H4		131		ESBL	CTX-M-27			S								S												R								R		R				R														R		R																				S		R				S																																																																																												
ERR1218683	ERR1218683	THAI	ENA			ERR1218683	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H20	O8	O8:H20		398		ESBL	CTX-M-14			R								R												R								R		S				R														R		S																				R		R				S																																																																																												
ERR1218684	ERR1218684	THAI	ENA			ERR1218684	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H4	O25	O25:H4		131		ESBL	CTX-M-14			R								R												R								R		S				R														R		R																				R		R				S																																																																																												
ERR1218685	ERR1218685	THAI	ENA			ERR1218685	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H7	-	-:H7		196		ESBL	CTX-M-14			R								R												R								R		S				R														S		S																				R		R				S																																																																																												
ERR1218686	ERR1218686	THAI	ENA			ERR1218686	PRJEB11403											2014-2015	Thailand				env_canal	env_canal		H2	O8	O8:H2		1001		ESBL	CTX-M-55			R								R												R								R		I				R														S		S																				S		R				S																																																																																												
